iter	RMSE
0	0.07199297564
1	0.06861909257
2	0.06537079982
3	0.06239781416
4	0.05953155831
5	0.05670658094
6	0.05407106272
7	0.05168975911
8	0.04935686368
9	0.04705148671
10	0.04483644195
11	0.04285429661
12	0.04081366329
13	0.03896183144
14	0.03718100563
15	0.035468657
16	0.03386006435
17	0.03234512224
18	0.03089294565
19	0.02952838396
20	0.02828698491
21	0.02706446397
22	0.025876108
23	0.02470182874
24	0.02368483981
25	0.02263563204
26	0.02166668473
27	0.02072841354
28	0.01990900795
29	0.01904960269
30	0.0182282043
31	0.01743706794
32	0.01667836313
33	0.01599434916
34	0.01532610089
35	0.0146868673
36	0.01404199967
37	0.01348344352
38	0.01290181019
39	0.01241564938
40	0.01194154522
41	0.01148054271
42	0.01103112978
43	0.01057480298
44	0.01019302123
45	0.009839760931
46	0.009467816314
47	0.009136982011
48	0.008777892301
49	0.008478845998
50	0.008161162489
51	0.007887970819
52	0.007597266074
53	0.007327896984
54	0.007085632451
55	0.00684243509
56	0.00660684589
57	0.006384214174
58	0.006195213728
59	0.005989720848
60	0.00579142577
61	0.005628186969
62	0.005437548436
63	0.00525185472
64	0.005090452062
65	0.004926478847
66	0.004774745926
67	0.004632919061
68	0.004506005006
69	0.004371988218
70	0.004252485857
71	0.0041421607
72	0.004030997528
73	0.003924965551
74	0.003818979596
75	0.003726799482
76	0.003627328288
77	0.003545363858
78	0.003457377801
79	0.003378405381
80	0.00330165557
81	0.003227357577
82	0.003156454923
83	0.003090082378
84	0.00301843634
85	0.002954729039
86	0.00288507939
87	0.002823121733
88	0.002770531326
89	0.002718019413
90	0.002666074638
91	0.002619056242
92	0.002573882437
93	0.002523973686
94	0.002477262927
95	0.00243394241
96	0.00238563916
97	0.002344696645
98	0.002299236763
99	0.002267560995
100	0.002228424112
101	0.002193408916
102	0.002155836681
103	0.002118815503
104	0.002089882657
105	0.002059934125
106	0.002025106718
107	0.001989983498
108	0.00196749898
109	0.001944342177
110	0.001916585872
111	0.001894162593
112	0.00187010713
113	0.001848032095
114	0.00182042841
115	0.00179419037
116	0.00177076518
117	0.001742504881
118	0.001718427359
119	0.001693901347
120	0.001667747548
121	0.001650966699
122	0.00163646335
123	0.001616709511
124	0.001599982501
125	0.001580708814
126	0.001561224741
127	0.001545301665
128	0.001524421437
129	0.001505973047
130	0.001493058072
131	0.001471631435
132	0.001458035323
133	0.001439776959
134	0.001425172619
135	0.001408960245
136	0.001393778247
137	0.001382545075
138	0.001367472385
139	0.001353083446
140	0.001340296596
141	0.001328534854
142	0.001317994105
143	0.001300768044
144	0.001290600068
145	0.001280683185
146	0.001266070165
147	0.001251859977
148	0.001238041937
149	0.001228365189
150	0.0012143243
151	0.001204552127
152	0.001195457933
153	0.001185868178
154	0.001175058768
155	0.001167308669
156	0.001158684529
157	0.001150990151
158	0.001137074314
159	0.001129625216
160	0.001122781497
161	0.00111627918
162	0.001103092372
163	0.001096317269
164	0.001089251479
165	0.001083252133
166	0.001068676145
167	0.001062855917
168	0.00105716617
169	0.001047988199
170	0.001042534351
171	0.00103711298
172	0.001031893983
173	0.001026790885
174	0.001021710312
175	0.001016746145
176	0.001011964254
177	0.001007288087
178	0.001001726501
179	0.0009884288442
180	0.000980729417
181	0.0009762586936
182	0.0009697761145
183	0.0009655293367
184	0.000961375513
185	0.000957225787
186	0.0009457676064
187	0.0009418072939
188	0.0009378534177
189	0.000933232574
190	0.0009272991182
191	0.0009228851672
192	0.0009192038825
193	0.0009083858093
194	0.0009048681062
195	0.0009013609273
196	0.0008959207811
197	0.0008925847539
198	0.0008827351748
199	0.0008727211486
200	0.0008694359314
201	0.0008598262336
202	0.0008566836613
203	0.0008536096965
204	0.0008486544597
205	0.0008456197504
206	0.0008368047949
207	0.0008320928851
208	0.0008232464526
209	0.0008117631264
210	0.0008089128577
211	0.0008005594451
212	0.000797731582
213	0.0007950103292
214	0.0007906523777
215	0.0007801717563
216	0.000776359837
217	0.0007672744995
218	0.0007575389684
219	0.0007549510291
220	0.0007523596108
221	0.0007448483945
222	0.0007376581662
223	0.0007351878598
224	0.00073277334
225	0.0007256488189
226	0.0007233466864
227	0.0007199797174
228	0.0007177034651
229	0.0007144218353
230	0.0007065309195
231	0.0007043396122
232	0.0006967202524
233	0.0006936204686
234	0.0006905880525
235	0.0006837072948
236	0.000678961343
237	0.0006760575058
238	0.0006695235238
239	0.000667514986
240	0.0006612521146
241	0.0006585198549
242	0.0006525406123
243	0.0006482024716
244	0.0006463187191
245	0.000643706432
246	0.0006381028819
247	0.0006355919899
248	0.0006337868463
249	0.0006284396474
250	0.0006258379501
251	0.00062069877
252	0.0006143221876
253	0.0006118484399
254	0.0006102022048
255	0.0006058158141
256	0.0006035236705
257	0.000599312841
258	0.0005977216488
259	0.0005947321701
260	0.0005931990281
261	0.0005891900256
262	0.0005876962482
263	0.0005862326512
264	0.0005823637647
265	0.0005809374228
266	0.0005779208475
267	0.0005725885556
268	0.0005712087846
269	0.0005644077307
270	0.0005630442265
271	0.000561678964
272	0.0005603419957
273	0.0005575210018
274	0.0005536944857
275	0.0005499850722
276	0.0005435779183
277	0.0005374694962
278	0.0005361601797
279	0.0005348808196
280	0.0005290173136
281	0.000527745234
282	0.0005220612386
283	0.0005196711594
284	0.0005173497916
285	0.0005160884626
286	0.0005148567631
287	0.0005126017451
288	0.0005070058004
289	0.0005057884323
290	0.0005026168378
291	0.0005014477154
292	0.0005000027167
293	0.0004978475921
294	0.0004967252825
295	0.0004946298272
296	0.0004916766866
297	0.0004883613498
298	0.0004872674366
299	0.000485965593
300	0.0004827981861
301	0.0004810776817
302	0.0004800591338
303	0.0004790623415
304	0.0004773876176
305	0.0004757501948
306	0.0004741492625
307	0.0004718784092
308	0.0004688836333
309	0.0004679415922
310	0.0004670198224
311	0.0004649198376
312	0.0004633623183
313	0.0004618422655
314	0.0004603576768
315	0.0004589076703
316	0.0004569148307
317	0.0004531216757
318	0.0004517064548
319	0.000450337505
320	0.0004494600796
321	0.0004481233012
322	0.0004468230784
323	0.0004439236974
324	0.0004426455559
325	0.0004397260513
326	0.0004373701783
327	0.0004361148842
328	0.0004342806851
329	0.0004300940603
330	0.0004273882873
331	0.000426191524
332	0.0004239748848
333	0.0004227724685
334	0.000421597786
335	0.0004204501883
336	0.0004170196226
337	0.0004138095821
338	0.0004109978165
339	0.0004094259958
340	0.0004086250184
341	0.0004070773272
342	0.000403146542
343	0.0004013780776
344	0.0004003072166
345	0.0003992609755
346	0.0003968984915
347	0.0003952190273
348	0.0003915444693
349	0.000390504576
350	0.0003882823081
351	0.0003875301692
352	0.0003865103479
353	0.0003849201181
354	0.0003816747809
355	0.0003782942061
356	0.0003773314519
357	0.0003752317692
358	0.0003742872685
359	0.0003735401459
360	0.0003726171456
361	0.0003717151558
362	0.0003710151697
363	0.0003690528299
364	0.0003681683686
365	0.0003673040806
366	0.0003645724057
367	0.000361967939
368	0.0003594841467
369	0.0003587873495
370	0.000356412147
371	0.000355725619
372	0.0003532080263
373	0.0003525361473
374	0.0003507886584
375	0.0003501980852
376	0.0003493992914
377	0.0003477428141
378	0.0003455772479
379	0.0003450129369
380	0.0003424458174
381	0.0003403341822
382	0.0003390680716
383	0.0003375296431
384	0.0003369768775
385	0.0003346346567
386	0.0003334376157
387	0.0003319871522
388	0.0003299953689
389	0.0003288707064
390	0.0003281845329
391	0.0003275233146
392	0.0003268861395
393	0.0003264046723
394	0.0003249474438
395	0.000323540427
396	0.0003210305436
397	0.0003204372984
398	0.0003183742741
399	0.0003162976698
400	0.0003158433457
401	0.0003140682536
402	0.000312339429
403	0.0003117848131
404	0.0003101355162
405	0.0003095930191
406	0.000309173576
407	0.0003075996039
408	0.0003071958704
409	0.0003068070688
410	0.0003064325804
411	0.0003058560642
412	0.0003039390217
413	0.0003035792375
414	0.0003025849983
415	0.0003009418361
416	0.0003005930802
417	0.0002996320296
418	0.0002992718157
419	0.0002983346174
420	0.0002980065442
421	0.0002962507067
422	0.0002959324809
423	0.0002943818597
424	0.0002934916016
425	0.0002921048818
426	0.0002900100289
427	0.0002897010553
428	0.0002894032569
429	0.0002885514851
430	0.0002867036084
431	0.0002858787879
432	0.0002855695364
433	0.0002837484316
434	0.0002834699441
435	0.0002826720088
436	0.0002822541104
437	0.0002814748706
438	0.0002812127212
439	0.000280451897
440	0.0002801310033
441	0.0002793878058
442	0.000279139265
443	0.0002774548666
444	0.0002772161227
445	0.0002755961948
446	0.0002753428251
447	0.0002746355406
448	0.0002743345109
449	0.0002736437207
450	0.0002734210394
451	0.0002712765667
452	0.0002709812135
453	0.0002707658939
454	0.0002685581788
455	0.0002682705962
456	0.0002670388939
457	0.0002668293658
458	0.00026655032
459	0.0002651296511
460	0.0002649287894
461	0.00026371701
462	0.0002635236957
463	0.0002632561186
464	0.0002619509373
465	0.0002617481253
466	0.0002605536214
467	0.0002602920424
468	0.0002599358147
469	0.0002589530183
470	0.0002577446232
471	0.0002561064552
472	0.0002558567778
473	0.0002556132785
474	0.0002546831861
475	0.0002543469239
476	0.0002541862622
477	0.0002528147292
478	0.0002521939104
479	0.0002511877189
480	0.000250843162
481	0.0002505082261
482	0.0002495988301
483	0.0002481108989
484	0.0002477085501
485	0.0002467917015
486	0.000246397545
487	0.0002455177301
488	0.0002451319652
489	0.0002445443182
490	0.0002442497037
491	0.000243317507
492	0.0002423401348
493	0.0002419685316
494	0.0002416909171
495	0.0002409647105
496	0.0002404048048
497	0.0002397082495
498	0.0002393489856
499	0.0002389984306
500	0.0002383204038
501	0.0002378729215
502	0.00023752995
503	0.0002368691698
504	0.0002365336355
505	0.000236100449
506	0.0002351663102
507	0.0002330123402
508	0.0002328275965
509	0.0002326910379
510	0.0002320582744
511	0.0002314433591
512	0.0002313116924
513	0.00023118498
514	0.0002305870554
515	0.0002303783143
516	0.0002302058968
517	0.0002296237017
518	0.0002290576748
519	0.0002287972443
520	0.0002285441399
521	0.0002283194625
522	0.0002272470484
523	0.0002266954712
524	0.0002256692262
525	0.0002253516282
526	0.0002250462143
527	0.0002237250474
528	0.0002234281446
529	0.0002227116633
530	0.0002217768179
531	0.0002212617836
532	0.0002209739332
533	0.0002206013592
534	0.0002200981305
535	0.0002198883108
536	0.0002196057374
537	0.0002192450701
538	0.00021862255
539	0.0002179857993
540	0.0002172627801
541	0.0002166092565
542	0.0002152346973
543	0.0002139011636
544	0.0002136838794
545	0.000213346117
546	0.0002127718547
547	0.00021250703
548	0.0002119508738
549	0.0002117475779
550	0.0002113733189
551	0.0002110570966
552	0.0002105190724
553	0.0002096075464
554	0.0002082087314
555	0.0002072482483
556	0.0002067526643
557	0.0002063521667
558	0.0002058725137
559	0.0002051649108
560	0.0002045612106
561	0.0002039748936
562	0.0002033612346
563	0.0002024722672
564	0.0002017382786
565	0.0002013957943
566	0.0002009031544
567	0.0002005703354
568	0.0001998744004
569	0.000199256621
570	0.0001986706796
571	0.000198416501
572	0.0001980354754
573	0.0001977181317
574	0.0001970741185
575	0.0001962974532
576	0.0001959922939
577	0.0001956404769
578	0.0001951854083
579	0.0001945424079
580	0.0001941006971
581	0.0001934305043
582	0.0001924357461
583	0.0001907545839
584	0.0001904544174
585	0.0001898572437
586	0.0001895688524
587	0.0001893472363
588	0.0001889510323
589	0.0001883252512
590	0.0001880454977
591	0.00018777501
592	0.0001875683188
593	0.0001869472081
594	0.0001853642646
595	0.0001838738105
596	0.0001830645322
597	0.0001816687482
598	0.0001810953815
599	0.0001797895404
